Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Enterprise,Germany, Carretera , Medium , $887.00 , $3.00 , $125.00 ," $1,10,875.00 "," $6,652.50 "," $1,04,222.50 "," $1,06,440.00 "," $(2,217.50)",01/12/2013,12, December ,2013
Government,Mexico, Montana , Medium , $980.00 , $5.00 , $350.00 ," $3,43,000.00 "," $20,580.00 "," $3,22,420.00 "," $2,54,800.00 "," $67,620.00 ",01/04/2014,4, April ,2014
Government,Germany, Montana , Medium ," $1,460.00 ", $5.00 , $350.00 ," $5,11,000.00 "," $30,660.00 "," $4,80,340.00 "," $3,79,600.00 "," $1,00,740.00 ",01/05/2014,5, May ,2014
Government,France, Montana , Medium ," $1,403.00 ", $5.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01/10/2013,10, October ,2013
Channel Partners,United States of America, Montana , Medium ," $2,723.00 ", $5.00 , $12.00 ," $32,676.00 "," $1,960.56 "," $30,715.44 "," $8,169.00 "," $22,546.44 ",01/11/2014,11, November ,2014
Government,France, Paseo , Medium ," $1,496.00 ", $10.00 , $350.00 ," $5,23,600.00 "," $31,416.00 "," $4,92,184.00 "," $3,88,960.00 "," $1,03,224.00 ",01/06/2014,6, June ,2014
Channel Partners,Canada, Paseo , Medium ," $2,299.00 ", $10.00 , $12.00 ," $27,588.00 "," $1,655.28 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",01/10/2013,10, October ,2013
Government,United States of America, Paseo , Medium , $727.00 , $10.00 , $350.00 ," $2,54,450.00 "," $15,267.00 "," $2,39,183.00 "," $1,89,020.00 "," $50,163.00 ",01/10/2013,10, October ,2013
Enterprise,Canada, Velo , Medium , $952.00 , $120.00 , $125.00 ," $1,19,000.00 "," $7,140.00 "," $1,11,860.00 "," $1,14,240.00 "," $(2,380.00)",01/02/2014,2, February ,2014
Enterprise,United States of America, Velo , Medium ," $2,755.00 ", $120.00 , $125.00 ," $3,44,375.00 "," $20,662.50 "," $3,23,712.50 "," $3,30,600.00 "," $(6,887.50)",01/02/2014,2, February ,2014
Midmarket,Germany, Velo , Medium ," $1,530.00 ", $120.00 , $15.00 ," $22,950.00 "," $1,377.00 "," $21,573.00 "," $15,300.00 "," $6,273.00 ",01/05/2014,5, May ,2014
Government,France, Velo , Medium ," $1,496.00 ", $120.00 , $350.00 ," $5,23,600.00 "," $31,416.00 "," $4,92,184.00 "," $3,88,960.00 "," $1,03,224.00 ",01/06/2014,6, June ,2014
Government,Mexico, Velo , Medium ," $1,498.00 ", $120.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01/06/2014,6, June ,2014
Small Business,France, Velo , Medium ," $1,221.00 ", $120.00 , $300.00 ," $3,66,300.00 "," $21,978.00 "," $3,44,322.00 "," $3,05,250.00 "," $39,072.00 ",01/10/2013,10, October ,2013
Government,France, Velo , Medium ," $2,076.00 ", $120.00 , $350.00 ," $7,26,600.00 "," $43,596.00 "," $6,83,004.00 "," $5,39,760.00 "," $1,43,244.00 ",01/10/2013,10, October ,2013
Midmarket,Canada, VTT , Medium ," $2,844.00 ", $250.00 , $15.00 ," $42,660.00 "," $2,559.60 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",01/06/2014,6, June ,2014
Government,Mexico, VTT , Medium ," $1,498.00 ", $250.00 , $7.00 ," $10,486.00 ", $629.16 ," $9,856.84 "," $7,490.00 "," $2,366.84 ",01/06/2014,6, June ,2014
Small Business,France, VTT , Medium ," $1,221.00 ", $250.00 , $300.00 ," $3,66,300.00 "," $21,978.00 "," $3,44,322.00 "," $3,05,250.00 "," $39,072.00 ",01/10/2013,10, October ,2013
Government,Mexico, VTT , Medium ," $1,123.00 ", $250.00 , $20.00 ," $22,460.00 "," $1,347.60 "," $21,112.40 "," $11,230.00 "," $9,882.40 ",01/11/2013,11, November ,2013
Small Business,Canada, VTT , Medium ," $2,436.00 ", $250.00 , $300.00 ," $7,30,800.00 "," $43,848.00 "," $6,86,952.00 "," $6,09,000.00 "," $77,952.00 ",01/12/2013,12, December ,2013
Enterprise,France, Amarilla , Medium ," $1,987.50 ", $260.00 , $125.00 ," $2,48,437.50 "," $14,906.25 "," $2,33,531.25 "," $2,38,500.00 "," $(4,968.75)",01/01/2014,1, January ,2014
Government,Mexico, Amarilla , Medium ," $1,679.00 ", $260.00 , $350.00 ," $5,87,650.00 "," $35,259.00 "," $5,52,391.00 "," $4,36,540.00 "," $1,15,851.00 ",01/09/2014,9, September ,2014
Government,United States of America, Amarilla , Medium , $727.00 , $260.00 , $350.00 ," $2,54,450.00 "," $15,267.00 "," $2,39,183.00 "," $1,89,020.00 "," $50,163.00 ",01/10/2013,10, October ,2013
Government,France, Amarilla , Medium ," $1,403.00 ", $260.00 , $7.00 ," $9,821.00 ", $589.26 ," $9,231.74 "," $7,015.00 "," $2,216.74 ",01/10/2013,10, October ,2013
Government,France, Amarilla , Medium ," $2,076.00 ", $260.00 , $350.00 ," $7,26,600.00 "," $43,596.00 "," $6,83,004.00 "," $5,39,760.00 "," $1,43,244.00 ",01/10/2013,10, October ,2013
Government,France, Montana , Medium ," $1,757.00 ", $5.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",01/10/2013,10, October ,2013
Midmarket,United States of America, Paseo , Medium ," $2,198.00 ", $10.00 , $15.00 ," $32,970.00 "," $1,978.20 "," $30,991.80 "," $21,980.00 "," $9,011.80 ",01/08/2014,8, August ,2014
Midmarket,Germany, Paseo , Medium ," $1,743.00 ", $10.00 , $15.00 ," $26,145.00 "," $1,568.70 "," $24,576.30 "," $17,430.00 "," $7,146.30 ",01/08/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ," $1,153.00 ", $10.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",01/10/2014,10, October ,2014
Government,France, Paseo , Medium ," $1,757.00 ", $10.00 , $20.00 ," $35,140.00 "," $2,108.40 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",01/10/2013,10, October ,2013
Government,Germany, Velo , Medium ," $1,001.00 ", $120.00 , $20.00 ," $20,020.00 "," $1,201.20 "," $18,818.80 "," $10,010.00 "," $8,808.80 ",01/08/2014,8, August ,2014
Government,Mexico, Velo , Medium ," $1,333.00 ", $120.00 , $7.00 ," $9,331.00 ", $559.86 ," $8,771.14 "," $6,665.00 "," $2,106.14 ",01/11/2014,11, November ,2014
Midmarket,United States of America, VTT , Medium ," $1,153.00 ", $250.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",01/10/2014,10, October ,2014
Channel Partners,Mexico, Carretera , Medium , $727.00 , $3.00 , $12.00 ," $8,724.00 ", $610.68 ," $8,113.32 "," $2,181.00 "," $5,932.32 ",01/02/2014,2, February ,2014
Channel Partners,Canada, Carretera , Medium ," $1,884.00 ", $3.00 , $12.00 ," $22,608.00 "," $1,582.56 "," $21,025.44 "," $5,652.00 "," $15,373.44 ",01/08/2014,8, August ,2014
Government,Mexico, Carretera , Medium ," $1,834.00 ", $3.00 , $20.00 ," $36,680.00 "," $2,567.60 "," $34,112.40 "," $18,340.00 "," $15,772.40 ",01/09/2013,9, September ,2013
Channel Partners,Mexico, Montana , Medium ," $2,340.00 ", $5.00 , $12.00 ," $28,080.00 "," $1,965.60 "," $26,114.40 "," $7,020.00 "," $19,094.40 ",01/01/2014,1, January ,2014
Channel Partners,France, Montana , Medium ," $2,342.00 ", $5.00 , $12.00 ," $28,104.00 "," $1,967.28 "," $26,136.72 "," $7,026.00 "," $19,110.72 ",01/11/2014,11, November ,2014
Government,France, Paseo , Medium ," $1,031.00 ", $10.00 , $7.00 ," $7,217.00 ", $505.19 ," $6,711.81 "," $5,155.00 "," $1,556.81 ",01/09/2013,9, September ,2013
Midmarket,Canada, Velo , Medium ," $1,262.00 ", $120.00 , $15.00 ," $18,930.00 "," $1,325.10 "," $17,604.90 "," $12,620.00 "," $4,984.90 ",01/05/2014,5, May ,2014
Government,Canada, Velo , Medium ," $1,135.00 ", $120.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $5,675.00 "," $1,713.85 ",01/06/2014,6, June ,2014
Government,United States of America, Velo , Medium , $547.00 , $120.00 , $7.00 ," $3,829.00 ", $268.03 ," $3,560.97 "," $2,735.00 ", $825.97 ,01/11/2014,11, November ,2014
Government,Canada, Velo , Medium ," $1,582.00 ", $120.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01/12/2014,12, December ,2014
Channel Partners,France, VTT , Medium ," $1,738.50 ", $250.00 , $12.00 ," $20,862.00 "," $1,460.34 "," $19,401.66 "," $5,215.50 "," $14,186.16 ",01/04/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium ," $2,215.00 ", $250.00 , $12.00 ," $26,580.00 "," $1,860.60 "," $24,719.40 "," $6,645.00 "," $18,074.40 ",01/09/2013,9, September ,2013
Government,Canada, VTT , Medium ," $1,582.00 ", $250.00 , $7.00 ," $11,074.00 ", $775.18 ," $10,298.82 "," $7,910.00 "," $2,388.82 ",01/12/2014,12, December ,2014
Government,Canada, Amarilla , Medium ," $1,135.00 ", $260.00 , $7.00 ," $7,945.00 ", $556.15 ," $7,388.85 "," $5,675.00 "," $1,713.85 ",01/06/2014,6, June ,2014
Government,United States of America, Carretera , Medium ," $1,761.00 ", $3.00 , $350.00 ," $6,16,350.00 "," $43,144.50 "," $5,73,205.50 "," $4,57,860.00 "," $1,15,345.50 ",01/03/2014,3, March ,2014
Small Business,France, Carretera , Medium , $448.00 , $3.00 , $300.00 ," $1,34,400.00 "," $9,408.00 "," $1,24,992.00 "," $1,12,000.00 "," $12,992.00 ",01/06/2014,6, June ,2014
Small Business,France, Carretera , Medium ," $2,181.00 ", $3.00 , $300.00 ," $6,54,300.00 "," $45,801.00 "," $6,08,499.00 "," $5,45,250.00 "," $63,249.00 ",01/10/2014,10, October ,2014
Government,France, Montana , Medium ," $1,976.00 ", $5.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",01/10/2014,10, October ,2014
Small Business,France, Montana , Medium ," $2,181.00 ", $5.00 , $300.00 ," $6,54,300.00 "," $45,801.00 "," $6,08,499.00 "," $5,45,250.00 "," $63,249.00 ",01/10/2014,10, October ,2014
Enterprise,Germany, Montana , Medium ," $2,500.00 ", $5.00 , $125.00 ," $3,12,500.00 "," $21,875.00 "," $2,90,625.00 "," $3,00,000.00 "," $(9,375.00)",01/11/2013,11, November ,2013
Small Business,Canada, Paseo , Medium ," $1,702.00 ", $10.00 , $300.00 ," $5,10,600.00 "," $35,742.00 "," $4,74,858.00 "," $4,25,500.00 "," $49,358.00 ",01/05/2014,5, May ,2014
Small Business,France, Paseo , Medium , $448.00 , $10.00 , $300.00 ," $1,34,400.00 "," $9,408.00 "," $1,24,992.00 "," $1,12,000.00 "," $12,992.00 ",01/06/2014,6, June ,2014
Enterprise,Germany, Paseo , Medium ," $3,513.00 ", $10.00 , $125.00 ," $4,39,125.00 "," $30,738.75 "," $4,08,386.25 "," $4,21,560.00 "," $(13,173.75)",01/07/2014,7, July ,2014
Midmarket,France, Paseo , Medium ," $2,101.00 ", $10.00 , $15.00 ," $31,515.00 "," $2,206.05 "," $29,308.95 "," $21,010.00 "," $8,298.95 ",01/08/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ," $2,931.00 ", $10.00 , $15.00 ," $43,965.00 "," $3,077.55 "," $40,887.45 "," $29,310.00 "," $11,577.45 ",01/09/2013,9, September ,2013
Government,France, Paseo , Medium ," $1,535.00 ", $10.00 , $20.00 ," $30,700.00 "," $2,149.00 "," $28,551.00 "," $15,350.00 "," $13,201.00 ",01/09/2014,9, September ,2014
Small Business,Germany, Paseo , Medium ," $1,123.00 ", $10.00 , $300.00 ," $3,36,900.00 "," $23,583.00 "," $3,13,317.00 "," $2,80,750.00 "," $32,567.00 ",01/09/2013,9, September ,2013
Small Business,Canada, Paseo , Medium ," $1,404.00 ", $10.00 , $300.00 ," $4,21,200.00 "," $29,484.00 "," $3,91,716.00 "," $3,51,000.00 "," $40,716.00 ",01/11/2013,11, November ,2013
Channel Partners,Mexico, Paseo , Medium ," $2,763.00 ", $10.00 , $12.00 ," $33,156.00 "," $2,320.92 "," $30,835.08 "," $8,289.00 "," $22,546.08 ",01/11/2013,11, November ,2013
Government,Germany, Paseo , Medium ," $2,125.00 ", $10.00 , $7.00 ," $14,875.00 "," $1,041.25 "," $13,833.75 "," $10,625.00 "," $3,208.75 ",01/12/2013,12, December ,2013
Small Business,France, Velo , Medium ," $1,659.00 ", $120.00 , $300.00 ," $4,97,700.00 "," $34,839.00 "," $4,62,861.00 "," $4,14,750.00 "," $48,111.00 ",01/07/2014,7, July ,2014
Government,Mexico, Velo , Medium , $609.00 , $120.00 , $20.00 ," $12,180.00 ", $852.60 ," $11,327.40 "," $6,090.00 "," $5,237.40 ",01/08/2014,8, August ,2014
Enterprise,Germany, Velo , Medium ," $2,087.00 ", $120.00 , $125.00 ," $2,60,875.00 "," $18,261.25 "," $2,42,613.75 "," $2,50,440.00 "," $(7,826.25)",01/09/2014,9, September ,2014
Government,France, Velo , Medium ," $1,976.00 ", $120.00 , $20.00 ," $39,520.00 "," $2,766.40 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",01/10/2014,10, October ,2014
Government,United States of America, Velo , Medium ," $1,421.00 ", $120.00 , $20.00 ," $28,420.00 "," $1,989.40 "," $26,430.60 "," $14,210.00 "," $12,220.60 ",01/12/2013,12, December ,2013
Small Business,United States of America, Velo , Medium ," $1,372.00 ", $120.00 , $300.00 ," $4,11,600.00 "," $28,812.00 "," $3,82,788.00 "," $3,43,000.00 "," $39,788.00 ",01/12/2014,12, December ,2014
Government,Germany, Velo , Medium , $588.00 , $120.00 , $20.00 ," $11,760.00 ", $823.20 ," $10,936.80 "," $5,880.00 "," $5,056.80 ",01/12/2013,12, December ,2013
Channel Partners,Canada, VTT , Medium ," $3,244.50 ", $250.00 , $12.00 ," $38,934.00 "," $2,725.38 "," $36,208.62 "," $9,733.50 "," $26,475.12 ",01/01/2014,1, January ,2014
Small Business,France, VTT , Medium , $959.00 , $250.00 , $300.00 ," $2,87,700.00 "," $20,139.00 "," $2,67,561.00 "," $2,39,750.00 "," $27,811.00 ",01/02/2014,2, February ,2014
Small Business,Mexico, VTT , Medium ," $2,747.00 ", $250.00 , $300.00 ," $8,24,100.00 "," $57,687.00 "," $7,66,413.00 "," $6,86,750.00 "," $79,663.00 ",01/02/2014,2, February ,2014
Enterprise,Canada, Amarilla , Medium ," $1,645.00 ", $260.00 , $125.00 ," $2,05,625.00 "," $14,393.75 "," $1,91,231.25 "," $1,97,400.00 "," $(6,168.75)",01/05/2014,5, May ,2014
Government,France, Amarilla , Medium ," $2,876.00 ", $260.00 , $350.00 ," $10,06,600.00 "," $70,462.00 "," $9,36,138.00 "," $7,47,760.00 "," $1,88,378.00 ",01/09/2014,9, September ,2014
Enterprise,Germany, Amarilla , Medium , $994.00 , $260.00 , $125.00 ," $1,24,250.00 "," $8,697.50 "," $1,15,552.50 "," $1,19,280.00 "," $(3,727.50)",01/09/2013,9, September ,2013
Government,Canada, Amarilla , Medium ," $1,118.00 ", $260.00 , $20.00 ," $22,360.00 "," $1,565.20 "," $20,794.80 "," $11,180.00 "," $9,614.80 ",01/11/2014,11, November ,2014
Small Business,United States of America, Amarilla , Medium ," $1,372.00 ", $260.00 , $300.00 ," $4,11,600.00 "," $28,812.00 "," $3,82,788.00 "," $3,43,000.00 "," $39,788.00 ",01/12/2014,12, December ,2014
Government,Canada, Montana , Medium , $488.00 , $5.00 , $7.00 ," $3,416.00 ", $273.28 ," $3,142.72 "," $2,440.00 ", $702.72 ,01/02/2014,2, February ,2014
Government,United States of America, Montana , Medium ," $1,282.00 ", $5.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01/06/2014,6, June ,2014
Government,Canada, Paseo , Medium , $257.00 , $10.00 , $7.00 ," $1,799.00 ", $143.92 ," $1,655.08 "," $1,285.00 ", $370.08 ,01/05/2014,5, May ,2014
Government,United States of America, Amarilla , Medium ," $1,282.00 ", $260.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01/06/2014,6, June ,2014
Enterprise,Mexico, Carretera , Medium ," $1,540.00 ", $3.00 , $125.00 ," $1,92,500.00 "," $15,400.00 "," $1,77,100.00 "," $1,84,800.00 "," $(7,700.00)",01/08/2014,8, August ,2014
Midmarket,France, Carretera , Medium , $490.00 , $3.00 , $15.00 ," $7,350.00 ", $588.00 ," $6,762.00 "," $4,900.00 "," $1,862.00 ",01/11/2014,11, November ,2014
Government,Mexico, Carretera , Medium ," $1,362.00 ", $3.00 , $350.00 ," $4,76,700.00 "," $38,136.00 "," $4,38,564.00 "," $3,54,120.00 "," $84,444.00 ",01/12/2014,12, December ,2014
Midmarket,France, Montana , Medium ," $2,501.00 ", $5.00 , $15.00 ," $37,515.00 "," $3,001.20 "," $34,513.80 "," $25,010.00 "," $9,503.80 ",01/03/2014,3, March ,2014
Government,Canada, Montana , Medium , $708.00 , $5.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",01/06/2014,6, June ,2014
Government,Germany, Montana , Medium , $645.00 , $5.00 , $20.00 ," $12,900.00 "," $1,032.00 "," $11,868.00 "," $6,450.00 "," $5,418.00 ",01/07/2014,7, July ,2014
Small Business,France, Montana , Medium ," $1,562.00 ", $5.00 , $300.00 ," $4,68,600.00 "," $37,488.00 "," $4,31,112.00 "," $3,90,500.00 "," $40,612.00 ",01/08/2014,8, August ,2014
Small Business,Canada, Montana , Medium ," $1,283.00 ", $5.00 , $300.00 ," $3,84,900.00 "," $30,792.00 "," $3,54,108.00 "," $3,20,750.00 "," $33,358.00 ",01/09/2013,9, September ,2013
Midmarket,Germany, Montana , Medium , $711.00 , $5.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $7,110.00 "," $2,701.80 ",01/12/2014,12, December ,2014
Enterprise,Mexico, Paseo , Medium ," $1,114.00 ", $10.00 , $125.00 ," $1,39,250.00 "," $11,140.00 "," $1,28,110.00 "," $1,33,680.00 "," $(5,570.00)",01/03/2014,3, March ,2014
Government,Germany, Paseo , Medium ," $1,259.00 ", $10.00 , $7.00 ," $8,813.00 ", $705.04 ," $8,107.96 "," $6,295.00 "," $1,812.96 ",01/04/2014,4, April ,2014
Government,Germany, Paseo , Medium ," $1,095.00 ", $10.00 , $7.00 ," $7,665.00 ", $613.20 ," $7,051.80 "," $5,475.00 "," $1,576.80 ",01/05/2014,5, May ,2014
Government,Germany, Paseo , Medium ," $1,366.00 ", $10.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",01/06/2014,6, June ,2014
Small Business,Mexico, Paseo , Medium ," $2,460.00 ", $10.00 , $300.00 ," $7,38,000.00 "," $59,040.00 "," $6,78,960.00 "," $6,15,000.00 "," $63,960.00 ",01/06/2014,6, June ,2014
Government,United States of America, Paseo , Medium , $678.00 , $10.00 , $7.00 ," $4,746.00 ", $379.68 ," $4,366.32 "," $3,390.00 ", $976.32 ,01/08/2014,8, August ,2014
Government,Germany, Paseo , Medium ," $1,598.00 ", $10.00 , $7.00 ," $11,186.00 ", $894.88 ," $10,291.12 "," $7,990.00 "," $2,301.12 ",01/08/2014,8, August ,2014
Government,Germany, Paseo , Medium ," $2,409.00 ", $10.00 , $7.00 ," $16,863.00 "," $1,349.04 "," $15,513.96 "," $12,045.00 "," $3,468.96 ",01/09/2013,9, September ,2013
Government,Germany, Paseo , Medium ," $1,934.00 ", $10.00 , $20.00 ," $38,680.00 "," $3,094.40 "," $35,585.60 "," $19,340.00 "," $16,245.60 ",01/09/2014,9, September ,2014
Government,Mexico, Paseo , Medium ," $2,993.00 ", $10.00 , $20.00 ," $59,860.00 "," $4,788.80 "," $55,071.20 "," $29,930.00 "," $25,141.20 ",01/09/2014,9, September ,2014
Government,Germany, Paseo , Medium ," $2,146.00 ", $10.00 , $350.00 ," $7,51,100.00 "," $60,088.00 "," $6,91,012.00 "," $5,57,960.00 "," $1,33,052.00 ",01/11/2013,11, November ,2013
Government,Mexico, Paseo , Medium ," $1,946.00 ", $10.00 , $7.00 ," $13,622.00 "," $1,089.76 "," $12,532.24 "," $9,730.00 "," $2,802.24 ",01/12/2013,12, December ,2013
Government,Mexico, Paseo , Medium ," $1,362.00 ", $10.00 , $350.00 ," $4,76,700.00 "," $38,136.00 "," $4,38,564.00 "," $3,54,120.00 "," $84,444.00 ",01/12/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium , $598.00 , $120.00 , $12.00 ," $7,176.00 ", $574.08 ," $6,601.92 "," $1,794.00 "," $4,807.92 ",01/03/2014,3, March ,2014
Government,United States of America, Velo , Medium ," $2,907.00 ", $120.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",01/06/2014,6, June ,2014
Government,Germany, Velo , Medium ," $2,338.00 ", $120.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",01/06/2014,6, June ,2014
Small Business,France, Velo , Medium , $386.00 , $120.00 , $300.00 ," $1,15,800.00 "," $9,264.00 "," $1,06,536.00 "," $96,500.00 "," $10,036.00 ",01/11/2013,11, November ,2013
Small Business,Mexico, Velo , Medium , $635.00 , $120.00 , $300.00 ," $1,90,500.00 "," $15,240.00 "," $1,75,260.00 "," $1,58,750.00 "," $16,510.00 ",01/12/2014,12, December ,2014
Government,France, VTT , Medium , $574.50 , $250.00 , $350.00 ," $2,01,075.00 "," $16,086.00 "," $1,84,989.00 "," $1,49,370.00 "," $35,619.00 ",01/04/2014,4, April ,2014
Government,Germany, VTT , Medium ," $2,338.00 ", $250.00 , $7.00 ," $16,366.00 "," $1,309.28 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",01/06/2014,6, June ,2014
Government,France, VTT , Medium , $381.00 , $250.00 , $350.00 ," $1,33,350.00 "," $10,668.00 "," $1,22,682.00 "," $99,060.00 "," $23,622.00 ",01/08/2014,8, August ,2014
Government,Germany, VTT , Medium , $422.00 , $250.00 , $350.00 ," $1,47,700.00 "," $11,816.00 "," $1,35,884.00 "," $1,09,720.00 "," $26,164.00 ",01/08/2014,8, August ,2014
Small Business,Canada, VTT , Medium ," $2,134.00 ", $250.00 , $300.00 ," $6,40,200.00 "," $51,216.00 "," $5,88,984.00 "," $5,33,500.00 "," $55,484.00 ",01/09/2014,9, September ,2014
Small Business,United States of America, VTT , Medium , $808.00 , $250.00 , $300.00 ," $2,42,400.00 "," $19,392.00 "," $2,23,008.00 "," $2,02,000.00 "," $21,008.00 ",01/12/2013,12, December ,2013
Government,Canada, Amarilla , Medium , $708.00 , $260.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",01/06/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ," $2,907.00 ", $260.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",01/06/2014,6, June ,2014
Government,Germany, Amarilla , Medium ," $1,366.00 ", $260.00 , $20.00 ," $27,320.00 "," $2,185.60 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",01/06/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium ," $2,460.00 ", $260.00 , $300.00 ," $7,38,000.00 "," $59,040.00 "," $6,78,960.00 "," $6,15,000.00 "," $63,960.00 ",01/06/2014,6, June ,2014
Government,Germany, Amarilla , Medium ," $1,520.00 ", $260.00 , $20.00 ," $30,400.00 "," $2,432.00 "," $27,968.00 "," $15,200.00 "," $12,768.00 ",01/11/2014,11, November ,2014
Midmarket,Germany, Amarilla , Medium , $711.00 , $260.00 , $15.00 ," $10,665.00 ", $853.20 ," $9,811.80 "," $7,110.00 "," $2,701.80 ",01/12/2014,12, December ,2014
Channel Partners,Mexico, Amarilla , Medium ," $1,375.00 ", $260.00 , $12.00 ," $16,500.00 "," $1,320.00 "," $15,180.00 "," $4,125.00 "," $11,055.00 ",01/12/2013,12, December ,2013
Small Business,Mexico, Amarilla , Medium , $635.00 , $260.00 , $300.00 ," $1,90,500.00 "," $15,240.00 "," $1,75,260.00 "," $1,58,750.00 "," $16,510.00 ",01/12/2014,12, December ,2014
Government,United States of America, VTT , Medium , $436.50 , $250.00 , $20.00 ," $8,730.00 ", $698.40 ," $8,031.60 "," $4,365.00 "," $3,666.60 ",01/07/2014,7, July ,2014
Small Business,Canada, Carretera , Medium ," $1,094.00 ", $3.00 , $300.00 ," $3,28,200.00 "," $29,538.00 "," $2,98,662.00 "," $2,73,500.00 "," $25,162.00 ",01/06/2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium , $367.00 , $3.00 , $12.00 ," $4,404.00 ", $396.36 ," $4,007.64 "," $1,101.00 "," $2,906.64 ",01/10/2013,10, October ,2013
Small Business,Canada, Montana , Medium ," $3,802.50 ", $5.00 , $300.00 ," $11,40,750.00 "," $1,02,667.50 "," $10,38,082.50 "," $9,50,625.00 "," $87,457.50 ",01/04/2014,4, April ,2014
Government,France, Montana , Medium ," $1,666.00 ", $5.00 , $350.00 ," $5,83,100.00 "," $52,479.00 "," $5,30,621.00 "," $4,33,160.00 "," $97,461.00 ",01/05/2014,5, May ,2014
Small Business,France, Montana , Medium , $322.00 , $5.00 , $300.00 ," $96,600.00 "," $8,694.00 "," $87,906.00 "," $80,500.00 "," $7,406.00 ",01/09/2013,9, September ,2013
Channel Partners,Canada, Montana , Medium ," $2,321.00 ", $5.00 , $12.00 ," $27,852.00 "," $2,506.68 "," $25,345.32 "," $6,963.00 "," $18,382.32 ",01/11/2014,11, November ,2014
Enterprise,France, Montana , Medium ," $1,857.00 ", $5.00 , $125.00 ," $2,32,125.00 "," $20,891.25 "," $2,11,233.75 "," $2,22,840.00 "," $(11,606.25)",01/11/2013,11, November ,2013
Government,Canada, Montana , Medium ," $1,611.00 ", $5.00 , $7.00 ," $11,277.00 "," $1,014.93 "," $10,262.07 "," $8,055.00 "," $2,207.07 ",01/12/2013,12, December ,2013
Enterprise,United States of America, Montana , Medium ," $2,797.00 ", $5.00 , $125.00 ," $3,49,625.00 "," $31,466.25 "," $3,18,158.75 "," $3,35,640.00 "," $(17,481.25)",01/12/2014,12, December ,2014
Small Business,Germany, Montana , Medium , $334.00 , $5.00 , $300.00 ," $1,00,200.00 "," $9,018.00 "," $91,182.00 "," $83,500.00 "," $7,682.00 ",01/12/2013,12, December ,2013
Small Business,Mexico, Paseo , Medium ," $2,565.00 ", $10.00 , $300.00 ," $7,69,500.00 "," $69,255.00 "," $7,00,245.00 "," $6,41,250.00 "," $58,995.00 ",01/01/2014,1, January ,2014
Government,Mexico, Paseo , Medium ," $2,417.00 ", $10.00 , $350.00 ," $8,45,950.00 "," $76,135.50 "," $7,69,814.50 "," $6,28,420.00 "," $1,41,394.50 ",01/01/2014,1, January ,2014
Midmarket,United States of America, Paseo , Medium ," $3,675.00 ", $10.00 , $15.00 ," $55,125.00 "," $4,961.25 "," $50,163.75 "," $36,750.00 "," $13,413.75 ",01/04/2014,4, April ,2014
